Cidade,Uf,mes/ano,pedidos
POCOS DE CALDAS,MG,01/12/2022,50.326
TIMON,MA,01/12/2022,9.855
NILOPOLIS,RJ,01/12/2022,12.750
JEQUIE,BA,01/12/2022,8.226
CAXIAS,MA,01/12/2022,8.445
SAO JOSE DE RIBAMAR,MA,01/12/2022,21.383
PINDAMONHANGABA,SP,01/12/2022,8.443
BRAGANCA PAULISTA,SP,01/12/2022,40.044
PARNAIBA,PI,01/12/2022,7.462
SAO CAETANO DO SUL,SP,01/12/2022,144.610
QUEIMADOS,RJ,01/12/2022,5.280
ITAPETININGA,SP,01/12/2022,21.122
PARANAGUA,PR,01/12/2022,27.031
JARAGUA DO SUL,SC,01/12/2022,45.681
LINHARES,ES,01/12/2022,8.011
PALHOCA,SC,01/12/2022,48.220
TEIXEIRA DE FREITAS,BA,01/12/2022,24.848
VALPARAISO DE GOIAS,GO,01/12/2022,36.410
PATOS DE MINAS,MG,01/12/2022,14.764
ALAGOINHAS,BA,01/12/2022,2.550
MOGI GUACU,SP,01/12/2022,38.965
ITAPECERICA DA SERRA,SP,01/12/2022,26.970
ABAETETUBA,PA,01/12/2022,669
ARAGUAINA,TO,01/12/2022,7.014
TEOFILO OTONI,MG,01/12/2022,12.323
SAPUCAIA DO SUL,RS,01/12/2022,37.711
JAU,SP,01/12/2022,14.252
BARREIRAS,BA,01/12/2022,9.977
POUSO ALEGRE,MG,01/12/2022,40.861
VITORIA DE SANTO ANTAO,PE,01/12/2022,16.219
MARICA,RJ,01/12/2022,14.031
BOTUCATU,SP,01/12/2022,26.920
BARBACENA,MG,01/12/2022,8.664
GARANHUNS,PE,01/12/2022,32.895
ATIBAIA,SP,01/12/2022,22.485
PORTO SEGURO,BA,01/12/2022,10.934
VARGINHA,MG,01/12/2022,36.524
URUGUAIANA,RS,01/12/2022,12.109
APUCARANA,PR,01/12/2022,8.696
CUBATAO,SP,01/12/2022,6.897
SANTA RITA,PB,01/12/2022,6.461
RESENDE,RJ,01/12/2022,37.449
ARAUCARIA,PR,01/12/2022,11.416
ARARAS,SP,01/12/2022,19.890
CRATO,CE,01/12/2022,19.180
PINHAIS,PR,01/12/2022,50.919
CACHOEIRINHA,RS,01/12/2022,11.657
SABARA,MG,01/12/2022,5.960
SANTA CRUZ DO SUL,RS,01/12/2022,13.978
CONSELHEIRO LAFAIETE,MG,01/12/2022,22.298
SIMOES FILHO,BA,01/12/2022,1.467
CAMETA,PA,01/12/2022,1.438
BAGE,RS,01/12/2022,9.092
TOLEDO,PR,01/12/2022,43.018
FRANCO DA ROCHA,SP,01/12/2022,10.700
CATANDUVA,SP,01/12/2022,19.909
VARZEA PAULISTA,SP,01/12/2022,32.622
SANTANA DE PARNAIBA,SP,01/12/2022,92.811
GUARATINGUETA,SP,01/12/2022,12.441
ITAPIPOCA,CE,01/12/2022,1.976
BARRETOS,SP,01/12/2022,33.764
MARITUBA,PA,01/12/2022,4.105
SERTAOZINHO,SP,01/12/2022,8.860
BAYEUX,PB,01/12/2022,3.418
SINOP,MT,01/12/2022,58.364
VOTORANTIM,SP,01/12/2022,45.401
CODO,MA,01/12/2022,467
ITAGUAI,RJ,01/12/2022,9.352
JI PARANA,RO,01/12/2022,10.432
MARANGUAPE,CE,01/12/2022,2.174
ITABIRA,MG,01/12/2022,4.887
BIRIGUI,SP,01/12/2022,17.326
ARARUAMA,RJ,01/12/2022,17.543
BRAGANCA,PA,01/12/2022,3.586
CAMPO LARGO,PR,01/12/2022,8.755
PACO DO LUMIAR,MA,01/12/2022,4.115
ARAGUARI,MG,01/12/2022,18.748
SALTO,SP,01/12/2022,42.350
VESPASIANO,MG,01/12/2022,2.910
SAO MATEUS,ES,01/12/2022,7.175
PASSOS,MG,01/12/2022,20.468
VALINHOS,SP,01/12/2022,66.188
TATUI,SP,01/12/2022,10.101
ALMIRANTE TAMANDARE,PR,01/12/2022,7.743
RIO DAS OSTRAS,RJ,01/12/2022,46.484
CORONEL FABRICIANO,MG,01/12/2022,25.974
BRUSQUE,SC,01/12/2022,4.876
COLATINA,ES,01/12/2022,4.933
BENTO GONCALVES,RS,01/12/2022,30.472
TRINDADE,GO,01/12/2022,19.091
RIBEIRAO PIRES,SP,01/12/2022,7.384
ARAPONGAS,PR,01/12/2022,17.577
PAULO AFONSO,BA,01/12/2022,4.839
POA,SP,01/12/2022,36.938
GUARAPARI,ES,01/12/2022,9.566
CARAGUATATUBA,SP,01/12/2022,20.136
OURINHOS,SP,01/12/2022,22.484
BALNEARIO CAMBORIU,SC,01/12/2022,145.114
SANTANA,AP,01/12/2022,1.182
ITATIBA,SP,01/12/2022,18.003
BARCARENA,PA,01/12/2022,3.266
UMUARAMA,PR,01/12/2022,18.741
PATOS,PB,01/12/2022,1.921
MURIAE,MG,01/12/2022,13.151
IGARASSU,PE,01/12/2022,5.450
UBA,MG,01/12/2022,23.735
NOVO GAMA,GO,01/12/2022,880
ACAILANDIA,MA,01/12/2022,2.048
TRES LAGOAS,MS,01/12/2022,13.571
EUNAPOLIS,BA,01/12/2022,13.794
FORMOSA,GO,01/12/2022,5.621
CORUMBA,MS,01/12/2022,7.811
SAO LOURENCO DA MATA,PE,01/12/2022,4.736
JAPERI,RJ,01/12/2022,6.610
TUBARAO,SC,01/12/2022,7.333
CAMBE,PR,01/12/2022,22.752
ABREU E LIMA,PE,01/12/2022,5.074
GUAIBA,RS,01/12/2022,11.190
BACABAL,MA,01/12/2022,1.590
ERECHIM,RS,01/12/2022,4.562
PARINTINS,AM,01/12/2022,429
ITUIUTABA,MG,01/12/2022,19.971
JANDIRA,SP,01/12/2022,9.784
ASSIS,SP,01/12/2022,22.157
TUCURUI,PA,01/12/2022,865
CAIEIRAS,SP,01/12/2022,39.820
ARAXA,MG,01/12/2022,9.538
LAVRAS,MG,01/12/2022,4.528
BARRA DO PIRAI,RJ,01/12/2022,1.737
IGUATU,CE,01/12/2022,9.386
SANTA CRUZ DO CAPIBARIBE,PE,01/12/2022,1.088
ITAPERUNA,RJ,01/12/2022,10.075
ALTAMIRA,PA,01/12/2022,5.146
LEME,SP,01/12/2022,19.999
LAGARTO,SE,01/12/2022,469
ITUMBIARA,GO,01/12/2022,8.295
PARAGOMINAS,PA,01/12/2022,4.635
SANTO ANTONIO DE JESUS,BA,01/12/2022,5.913
ITAJUBA,MG,01/12/2022,7.089
ITAITUBA,PA,01/12/2022,422
PIRAQUARA,PR,01/12/2022,13.235
ITANHAEM,SP,01/12/2022,26.512
SAO GONCALO DO AMARANTE,RN,01/12/2022,2.336
ITAPEVA,SP,01/12/2022,9.378
CAMPO MOURAO,PR,01/12/2022,17.840
SARANDI,PR,01/12/2022,39.530
SAO PEDRO DA ALDEIA,RJ,01/12/2022,4.516
SENADOR CANEDO,GO,01/12/2022,10.688
ITABAIANA,SE,01/12/2022,617
ITAUNA,MG,01/12/2022,14.963
CATALAO,GO,01/12/2022,7.199
ARIQUEMES,RO,01/12/2022,6.397
VOTUPORANGA,SP,01/12/2022,15.889
CACAPAVA,SP,01/12/2022,15.254
JATAI,GO,01/12/2022,5.634
VALENCA,BA,01/12/2022,757
MOGI MIRIM,SP,01/12/2022,20.684
SAO JOAO DA BOA VISTA,SP,01/12/2022,38.426
PAULINIA,SP,01/12/2022,15.304
SAO JOAO DEL REI,MG,01/12/2022,4.139
ITACOATIARA,AM,01/12/2022,149
LORENA,SP,01/12/2022,28.403
ESTEIO,RS,01/12/2022,7.901
TIMOTEO,MG,01/12/2022,8.679
FAZENDA RIO GRANDE,PR,01/12/2022,27.559
PARA DE MINAS,MG,01/12/2022,15.854
MAIRIPORA,SP,01/12/2022,3.314
CANDEIAS,BA,01/12/2022,745
BREVES,PA,01/12/2022,345
TANGARA DA SERRA,MT,01/12/2022,11.258
PARANAVAI,PR,01/12/2022,5.023
CARATINGA,MG,01/12/2022,11.284
AVARE,SP,01/12/2022,17.975
CACERES,MT,01/12/2022,1.759
PARACATU,MG,01/12/2022,3.624
SANTANA DO LIVRAMENTO,RS,01/12/2022,1.376
NOVA LIMA,MG,01/12/2022,19.499
CACHOEIRA DO SUL,RS,01/12/2022,1.032
UBATUBA,SP,01/12/2022,14.754
SAO ROQUE,SP,01/12/2022,15.203
ARACRUZ,ES,01/12/2022,5.229
SAO CRISTOVAO,SE,01/12/2022,2.473
PATROCINIO,MG,01/12/2022,6.541
IPOJUCA,PE,01/12/2022,6.492
SEROPEDICA,RJ,01/12/2022,8.229
PLANALTINA,GO,01/12/2022,1.412
CRUZEIRO,SP,01/12/2022,4.844
IJUI,RS,01/12/2022,5.004
TRES RIOS,RJ,01/12/2022,4.195
BARRA DO CORDA,MA,01/12/2022,61
MANHUACU,MG,01/12/2022,6.754
MATAO,SP,01/12/2022,10.862
ARUJA,SP,01/12/2022,32.606
SERRA TALHADA,PE,01/12/2022,627
GURUPI,TO,01/12/2022,1.997
ARARIPINA,PE,01/12/2022,3.623
FRANCISCO BELTRAO,PR,01/12/2022,4.042
QUIXADA,CE,01/12/2022,4.164
GUANAMBI,BA,01/12/2022,8.318
SAPIRANGA,RS,01/12/2022,12.851
SANTO ANGELO,RS,01/12/2022,8.917
JACOBINA,BA,01/12/2022,657
PINHEIRO,MA,01/12/2022,62
CARPINA,PE,01/12/2022,6.412
CAMPO LIMPO PAULISTA,SP,01/12/2022,20.919
JOAO MONLEVADE,MG,01/12/2022,3.433
CACOAL,RO,01/12/2022,2.866
BEBEDOURO,SP,01/12/2022,13.717
VILHENA,RO,01/12/2022,2.280
GRAVATA,PE,01/12/2022,2.853
PACATUBA,CE,01/12/2022,3.876
SERRINHA,BA,01/12/2022,2.750
CANINDE,CE,01/12/2022,6.938
LAJEADO,RS,01/12/2022,4.542
SAO BENTO DO SUL,SC,01/12/2022,1.160
ALFENAS,MG,01/12/2022,12.203
GOIANA,PE,01/12/2022,2.878
ALEGRETE,RS,01/12/2022,434
NOVA SERRANA,MG,01/12/2022,10.412
PONTA PORA,MS,01/12/2022,9.446
PATO BRANCO,PR,01/12/2022,3.516
VICOSA,MG,01/12/2022,10.725
CRUZEIRO DO SUL,AC,01/12/2022,1.302
SAO SEBASTIAO,SP,01/12/2022,13.455
TRES CORACOES,MG,01/12/2022,5.294
SAQUAREMA,RJ,01/12/2022,3.320
PICOS,PI,01/12/2022,2.481
LINS,SP,01/12/2022,17.978
JABOTICABAL,SP,01/12/2022,14.436
CURVELO,MG,01/12/2022,3.466
REDENCAO,PA,01/12/2022,862
TELEMACO BORBA,PR,01/12/2022,13.488
UNAI,MG,01/12/2022,17.027
CACADOR,SC,01/12/2022,1.011
BELO JARDIM,PE,01/12/2022,1.808
SAO FELIX DO XINGU,PA,01/12/2022,457
CATAGUASES,MG,01/12/2022,10.583
PIRASSUNUNGA,SP,01/12/2022,4.593
CRATEUS,CE,01/12/2022,6.059
CALDAS NOVAS,GO,01/12/2022,16.233
AQUIRAZ,CE,01/12/2022,6.835
RIO LARGO,AL,01/12/2022,2.068
IBIUNA,SP,01/12/2022,1.942
VALENCA,RJ,01/12/2022,1.290
PALMEIRA DOS INDIOS,AL,01/12/2022,1.562
ARCOVERDE,PE,01/12/2022,681
QUIXERAMOBIM,CE,01/12/2022,1.177
CIANORTE,PR,01/12/2022,20.651
OURO PRETO,MG,01/12/2022,26.202
VIANA,ES,01/12/2022,2.215
CAJAMAR,SP,01/12/2022,16.394
CHAPADINHA,MA,01/12/2022,726
ARACATI,CE,01/12/2022,3.709
TIANGUA,CE,01/12/2022,928
RUSSAS,CE,01/12/2022,4.826
CONCORDIA,SC,01/12/2022,2.901
DIAS DAVILA,BA,01/12/2022,5.972
CASTRO,PR,01/12/2022,948
CAMBORIU,SC,01/12/2022,15.171
SANTA ROSA,RS,01/12/2022,5.085
ITAPIRA,SP,01/12/2022,13.038
MOCOCA,SP,01/12/2022,2.294
CEARA MIRIM,RN,01/12/2022,522
MACAIBA,RN,01/12/2022,790
VINHEDO,SP,01/12/2022,32.714
FERNANDOPOLIS,SP,01/12/2022,3.159
SAO SEBASTIAO DO PARAISO,MG,01/12/2022,1.914
AMPARO,SP,01/12/2022,8.982
FORMIGA,MG,01/12/2022,9.464
CASCAVEL,CE,01/12/2022,948
EMBU GUACU,SP,01/12/2022,8.063
SOUSA,PB,01/12/2022,4.546
NAVEGANTES,SC,01/12/2022,13.761
VENANCIO AIRES,RS,01/12/2022,299
FARROUPILHA,RS,01/12/2022,14.945
TUPA,SP,01/12/2022,3.324
SORRISO,MT,01/12/2022,3.928
ESTANCIA,SE,01/12/2022,4.362
ICO,CE,01/12/2022,1.192
CAICO,RN,01/12/2022,3.146
CRUZ ALTA,RS,01/12/2022,4.695
CAMAQUA,RS,01/12/2022,1.218
LENCOIS PAULISTA,SP,01/12/2022,2.691
CAPANEMA,PA,01/12/2022,1.950
SANTO ANTONIO DO DESCOBERTO,GO,01/12/2022,1.152
OURICURI,PE,01/12/2022,84
ESCADA,PE,01/12/2022,1.497
ITAMARAJU,BA,01/12/2022,2.890
BRUMADO,BA,01/12/2022,384
PACAJUS,CE,01/12/2022,2.112
PESQUEIRA,PE,01/12/2022,914
VACARIA,RS,01/12/2022,566
CONCEICAO DO COITE,BA,01/12/2022,2.490
SAO BORJA,RS,01/12/2022,1.282
RIO DO SUL,SC,01/12/2022,4.234
CRUZ DAS ALMAS,BA,01/12/2022,1.452
ARARANGUA,SC,01/12/2022,10.793
JANUARIA,MG,01/12/2022,3.733
CARAZINHO,RS,01/12/2022,1.443
ITABERABA,BA,01/12/2022,1.072
COSMOPOLIS,SP,01/12/2022,11.397
PENAPOLIS,SP,01/12/2022,6.186
GOIANESIA,GO,01/12/2022,646
MORADA NOVA,CE,01/12/2022,609
CAMPO BOM,RS,01/12/2022,13.084
PENEDO,AL,01/12/2022,7.666
CAMOCIM,CE,01/12/2022,420
BOM JESUS DA LAPA,BA,01/12/2022,64
PEDRO LEOPOLDO,MG,01/12/2022,4.907
ROLANDIA,PR,01/12/2022,14.821
BIGUACU,SC,01/12/2022,7.132
UNIAO DOS PALMARES,AL,01/12/2022,305
BEZERROS,PE,01/12/2022,2.321
LUIS EDUARDO MAGALHAES,BA,01/12/2022,18.440
PERUIBE,SP,01/12/2022,4.609
MONTENEGRO,RS,01/12/2022,4.264
PALMARES,PE,01/12/2022,2.114
SURUBIM,PE,01/12/2022,190
CIDADE OCIDENTAL,GO,01/12/2022,1.977
GASPAR,SC,01/12/2022,2.372
ICARA,SC,01/12/2022,1.461
BATATAIS,SP,01/12/2022,999
GRAJAU,MA,01/12/2022,123
PONTE NOVA,MG,01/12/2022,3.222
SANTO AMARO,BA,01/12/2022,267
HORIZONTE,CE,01/12/2022,3.242
ACARAU,CE,01/12/2022,134
MORENO,PE,01/12/2022,818
UNIAO DA VITORIA,PR,01/12/2022,2.523
SANTA IZABEL DO PARA,PA,01/12/2022,255
LIMOEIRO DO NORTE,CE,01/12/2022,2.804
ANDRADINA,SP,01/12/2022,9.098
BARRA DO GARCAS,MT,01/12/2022,2.488
GUARABIRA,PB,01/12/2022,2.402
MIRASSOL,SP,01/12/2022,6.512
INDAIAL,SC,01/12/2022,12.406
SALGUEIRO,PE,01/12/2022,1.216
TRES PONTAS,MG,01/12/2022,527
SAO MIGUEL DOS CAMPOS,AL,01/12/2022,1.309
IRATI,PR,01/12/2022,2.835
RIO BONITO,RJ,01/12/2022,2.467
BARBALHA,CE,01/12/2022,4.955
IBITINGA,SP,01/12/2022,6.709
LAGOA SANTA,MG,01/12/2022,5.221
TAQUARA,RS,01/12/2022,3.578
PIRAPORA,MG,01/12/2022,2.016
TAUA,CE,01/12/2022,396
LIMOEIRO,PE,01/12/2022,1.589
CABEDELO,PB,01/12/2022,19.597
REGISTRO,SP,01/12/2022,581
TIMBAUBA,PE,01/12/2022,809
TAQUARITINGA,SP,01/12/2022,898
CACHOEIRAS DE MACACU,RJ,01/12/2022,98
CANOINHAS,SC,01/12/2022,844
MARIANA,MG,01/12/2022,8.976
PORTO FERREIRA,SP,01/12/2022,7.014
FRUTAL,MG,01/12/2022,961
GUAPIMIRIM,RJ,01/12/2022,2.454
SAO BENTO DO UNA,PE,01/12/2022,244
CAMPO BELO,MG,01/12/2022,16.178
