Cidade,Uf,mes/ano,pedidos
FRANCISCO MORATO,SP,01/08/2022,23.675
NOSSA SENHORA DO SOCORRO,SE,01/08/2022,22.873
AGUAS LINDAS DE GOIAS,GO,01/08/2022,4.015
CAMARAGIBE,PE,01/08/2022,6.597
TERESOPOLIS,RJ,01/08/2022,43.607
LAGES,SC,01/08/2022,17.919
ITU,SP,01/08/2022,15.752
PARAUAPEBAS,PA,01/08/2022,17.112
POCOS DE CALDAS,MG,01/08/2022,44.288
TIMON,MA,01/08/2022,7.957
NILOPOLIS,RJ,01/08/2022,10.863
JEQUIE,BA,01/08/2022,7.660
CAXIAS,MA,01/08/2022,6.852
SAO JOSE DE RIBAMAR,MA,01/08/2022,17.038
PINDAMONHANGABA,SP,01/08/2022,6.884
BRAGANCA PAULISTA,SP,01/08/2022,35.361
PARNAIBA,PI,01/08/2022,4.937
SAO CAETANO DO SUL,SP,01/08/2022,137.298
QUEIMADOS,RJ,01/08/2022,4.269
ITAPETININGA,SP,01/08/2022,17.231
PARANAGUA,PR,01/08/2022,21.894
JARAGUA DO SUL,SC,01/08/2022,41.414
LINHARES,ES,01/08/2022,6.214
PALHOCA,SC,01/08/2022,43.550
TEIXEIRA DE FREITAS,BA,01/08/2022,20.601
VALPARAISO DE GOIAS,GO,01/08/2022,28.119
PATOS DE MINAS,MG,01/08/2022,13.386
ALAGOINHAS,BA,01/08/2022,2.288
MOGI GUACU,SP,01/08/2022,34.166
ITAPECERICA DA SERRA,SP,01/08/2022,23.787
ABAETETUBA,PA,01/08/2022,763
ARAGUAINA,TO,01/08/2022,6.316
TEOFILO OTONI,MG,01/08/2022,9.646
SAPUCAIA DO SUL,RS,01/08/2022,30.365
JAU,SP,01/08/2022,12.433
BARREIRAS,BA,01/08/2022,8.449
POUSO ALEGRE,MG,01/08/2022,33.470
VITORIA DE SANTO ANTAO,PE,01/08/2022,13.638
MARICA,RJ,01/08/2022,11.779
BOTUCATU,SP,01/08/2022,25.094
BARBACENA,MG,01/08/2022,6.664
GARANHUNS,PE,01/08/2022,28.035
ATIBAIA,SP,01/08/2022,20.437
PORTO SEGURO,BA,01/08/2022,7.859
VARGINHA,MG,01/08/2022,30.070
URUGUAIANA,RS,01/08/2022,8.672
APUCARANA,PR,01/08/2022,7.428
CUBATAO,SP,01/08/2022,6.547
SANTA RITA,PB,01/08/2022,4.791
RESENDE,RJ,01/08/2022,31.908
ARAUCARIA,PR,01/08/2022,10.093
ARARAS,SP,01/08/2022,18.020
CRATO,CE,01/08/2022,15.717
PINHAIS,PR,01/08/2022,44.605
CACHOEIRINHA,RS,01/08/2022,9.616
SABARA,MG,01/08/2022,5.083
SANTA CRUZ DO SUL,RS,01/08/2022,11.345
CONSELHEIRO LAFAIETE,MG,01/08/2022,16.686
SIMOES FILHO,BA,01/08/2022,1.281
CAMETA,PA,01/08/2022,1.303
BAGE,RS,01/08/2022,7.867
TOLEDO,PR,01/08/2022,40.015
FRANCO DA ROCHA,SP,01/08/2022,8.961
CATANDUVA,SP,01/08/2022,18.081
VARZEA PAULISTA,SP,01/08/2022,28.370
SANTANA DE PARNAIBA,SP,01/08/2022,87.092
GUARATINGUETA,SP,01/08/2022,11.163
ITAPIPOCA,CE,01/08/2022,2.026
BARRETOS,SP,01/08/2022,30.865
MARITUBA,PA,01/08/2022,3.289
SERTAOZINHO,SP,01/08/2022,7.483
BAYEUX,PB,01/08/2022,2.821
SINOP,MT,01/08/2022,51.339
VOTORANTIM,SP,01/08/2022,39.011
CODO,MA,01/08/2022,374
ITAGUAI,RJ,01/08/2022,7.612
JI PARANA,RO,01/08/2022,8.367
MARANGUAPE,CE,01/08/2022,2.724
ITABIRA,MG,01/08/2022,3.978
BIRIGUI,SP,01/08/2022,12.836
ARARUAMA,RJ,01/08/2022,14.665
BRAGANCA,PA,01/08/2022,2.048
CAMPO LARGO,PR,01/08/2022,7.985
PACO DO LUMIAR,MA,01/08/2022,3.147
ARAGUARI,MG,01/08/2022,15.562
SALTO,SP,01/08/2022,35.597
VESPASIANO,MG,01/08/2022,2.495
SAO MATEUS,ES,01/08/2022,6.798
PASSOS,MG,01/08/2022,16.733
VALINHOS,SP,01/08/2022,61.946
TATUI,SP,01/08/2022,8.806
ALMIRANTE TAMANDARE,PR,01/08/2022,6.917
RIO DAS OSTRAS,RJ,01/08/2022,39.754
CORONEL FABRICIANO,MG,01/08/2022,24.238
BRUSQUE,SC,01/08/2022,3.840
COLATINA,ES,01/08/2022,3.854
BENTO GONCALVES,RS,01/08/2022,26.821
TRINDADE,GO,01/08/2022,14.433
RIBEIRAO PIRES,SP,01/08/2022,6.383
ARAPONGAS,PR,01/08/2022,15.311
PAULO AFONSO,BA,01/08/2022,3.716
POA,SP,01/08/2022,32.230
GUARAPARI,ES,01/08/2022,7.199
CARAGUATATUBA,SP,01/08/2022,14.550
OURINHOS,SP,01/08/2022,19.095
BALNEARIO CAMBORIU,SC,01/08/2022,128.335
SANTANA,AP,01/08/2022,974
ITATIBA,SP,01/08/2022,15.052
BARCARENA,PA,01/08/2022,2.564
UMUARAMA,PR,01/08/2022,16.146
PATOS,PB,01/08/2022,1.760
MURIAE,MG,01/08/2022,11.790
IGARASSU,PE,01/08/2022,4.381
UBA,MG,01/08/2022,19.598
NOVO GAMA,GO,01/08/2022,679
ACAILANDIA,MA,01/08/2022,1.477
TRES LAGOAS,MS,01/08/2022,10.265
EUNAPOLIS,BA,01/08/2022,10.326
FORMOSA,GO,01/08/2022,5.039
CORUMBA,MS,01/08/2022,7.137
SAO LOURENCO DA MATA,PE,01/08/2022,4.229
JAPERI,RJ,01/08/2022,5.395
TUBARAO,SC,01/08/2022,6.842
CAMBE,PR,01/08/2022,19.781
ABREU E LIMA,PE,01/08/2022,4.285
GUAIBA,RS,01/08/2022,8.217
BACABAL,MA,01/08/2022,1.150
ERECHIM,RS,01/08/2022,3.623
PARINTINS,AM,01/08/2022,365
ITUIUTABA,MG,01/08/2022,15.768
JANDIRA,SP,01/08/2022,8.357
ASSIS,SP,01/08/2022,20.728
TUCURUI,PA,01/08/2022,898
CAIEIRAS,SP,01/08/2022,34.526
ARAXA,MG,01/08/2022,7.930
LAVRAS,MG,01/08/2022,4.219
BARRA DO PIRAI,RJ,01/08/2022,1.484
IGUATU,CE,01/08/2022,6.875
SANTA CRUZ DO CAPIBARIBE,PE,01/08/2022,912
ITAPERUNA,RJ,01/08/2022,9.945
ALTAMIRA,PA,01/08/2022,3.193
LEME,SP,01/08/2022,15.868
LAGARTO,SE,01/08/2022,477
ITUMBIARA,GO,01/08/2022,6.782
PARAGOMINAS,PA,01/08/2022,4.198
SANTO ANTONIO DE JESUS,BA,01/08/2022,5.447
ITAJUBA,MG,01/08/2022,5.752
ITAITUBA,PA,01/08/2022,388
PIRAQUARA,PR,01/08/2022,11.233
ITANHAEM,SP,01/08/2022,17.678
SAO GONCALO DO AMARANTE,RN,01/08/2022,2.164
ITAPEVA,SP,01/08/2022,7.690
CAMPO MOURAO,PR,01/08/2022,16.527
SARANDI,PR,01/08/2022,34.097
SAO PEDRO DA ALDEIA,RJ,01/08/2022,3.959
SENADOR CANEDO,GO,01/08/2022,8.124
ITABAIANA,SE,01/08/2022,556
ITAUNA,MG,01/08/2022,13.452
CATALAO,GO,01/08/2022,5.910
ARIQUEMES,RO,01/08/2022,5.547
VOTUPORANGA,SP,01/08/2022,13.916
CACAPAVA,SP,01/08/2022,12.209
JATAI,GO,01/08/2022,4.851
VALENCA,BA,01/08/2022,683
MOGI MIRIM,SP,01/08/2022,18.929
SAO JOAO DA BOA VISTA,SP,01/08/2022,32.962
PAULINIA,SP,01/08/2022,13.521
SAO JOAO DEL REI,MG,01/08/2022,3.214
ITACOATIARA,AM,01/08/2022,94
LORENA,SP,01/08/2022,22.343
ESTEIO,RS,01/08/2022,6.658
TIMOTEO,MG,01/08/2022,7.668
FAZENDA RIO GRANDE,PR,01/08/2022,23.612
PARA DE MINAS,MG,01/08/2022,10.871
MAIRIPORA,SP,01/08/2022,2.889
CANDEIAS,BA,01/08/2022,540
BREVES,PA,01/08/2022,433
TANGARA DA SERRA,MT,01/08/2022,9.778
PARANAVAI,PR,01/08/2022,4.257
CARATINGA,MG,01/08/2022,9.756
AVARE,SP,01/08/2022,16.491
CACERES,MT,01/08/2022,1.709
PARACATU,MG,01/08/2022,2.894
SANTANA DO LIVRAMENTO,RS,01/08/2022,1.205
NOVA LIMA,MG,01/08/2022,16.655
CACHOEIRA DO SUL,RS,01/08/2022,511
UBATUBA,SP,01/08/2022,8.798
SAO ROQUE,SP,01/08/2022,12.365
ARACRUZ,ES,01/08/2022,5.099
SAO CRISTOVAO,SE,01/08/2022,2.440
PATROCINIO,MG,01/08/2022,5.316
IPOJUCA,PE,01/08/2022,4.942
SEROPEDICA,RJ,01/08/2022,6.256
PLANALTINA,GO,01/08/2022,1.130
CRUZEIRO,SP,01/08/2022,4.036
IJUI,RS,01/08/2022,3.710
TRES RIOS,RJ,01/08/2022,3.343
BARRA DO CORDA,MA,01/08/2022,60
MANHUACU,MG,01/08/2022,6.259
MATAO,SP,01/08/2022,9.306
ARUJA,SP,01/08/2022,29.386
SERRA TALHADA,PE,01/08/2022,677
GURUPI,TO,01/08/2022,1.420
ARARIPINA,PE,01/08/2022,2.005
FRANCISCO BELTRAO,PR,01/08/2022,3.939
QUIXADA,CE,01/08/2022,3.998
GUANAMBI,BA,01/08/2022,6.536
SAPIRANGA,RS,01/08/2022,10.580
SANTO ANGELO,RS,01/08/2022,5.835
JACOBINA,BA,01/08/2022,542
PINHEIRO,MA,01/08/2022,60
CARPINA,PE,01/08/2022,5.495
CAMPO LIMPO PAULISTA,SP,01/08/2022,16.994
JOAO MONLEVADE,MG,01/08/2022,3.156
CACOAL,RO,01/08/2022,2.280
BEBEDOURO,SP,01/08/2022,12.090
VILHENA,RO,01/08/2022,1.452
GRAVATA,PE,01/08/2022,2.508
PACATUBA,CE,01/08/2022,2.694
SERRINHA,BA,01/08/2022,2.533
CANINDE,CE,01/08/2022,5.995
LAJEADO,RS,01/08/2022,3.604
SAO BENTO DO SUL,SC,01/08/2022,894
ALFENAS,MG,01/08/2022,9.163
GOIANA,PE,01/08/2022,2.281
ALEGRETE,RS,01/08/2022,334
NOVA SERRANA,MG,01/08/2022,7.057
PONTA PORA,MS,01/08/2022,8.852
PATO BRANCO,PR,01/08/2022,3.990
VICOSA,MG,01/08/2022,9.431
CRUZEIRO DO SUL,AC,01/08/2022,1.041
SAO SEBASTIAO,SP,01/08/2022,7.255
TRES CORACOES,MG,01/08/2022,4.020
SAQUAREMA,RJ,01/08/2022,2.533
PICOS,PI,01/08/2022,2.068
LINS,SP,01/08/2022,14.683
JABOTICABAL,SP,01/08/2022,12.040
CURVELO,MG,01/08/2022,3.060
REDENCAO,PA,01/08/2022,492
TELEMACO BORBA,PR,01/08/2022,10.203
UNAI,MG,01/08/2022,14.337
CACADOR,SC,01/08/2022,823
BELO JARDIM,PE,01/08/2022,1.478
SAO FELIX DO XINGU,PA,01/08/2022,574
CATAGUASES,MG,01/08/2022,10.011
PIRASSUNUNGA,SP,01/08/2022,3.797
CRATEUS,CE,01/08/2022,5.137
CALDAS NOVAS,GO,01/08/2022,13.388
AQUIRAZ,CE,01/08/2022,5.344
RIO LARGO,AL,01/08/2022,1.914
IBIUNA,SP,01/08/2022,1.617
VALENCA,RJ,01/08/2022,952
PALMEIRA DOS INDIOS,AL,01/08/2022,1.662
ARCOVERDE,PE,01/08/2022,712
QUIXERAMOBIM,CE,01/08/2022,798
CIANORTE,PR,01/08/2022,16.367
OURO PRETO,MG,01/08/2022,24.933
VIANA,ES,01/08/2022,1.915
CAJAMAR,SP,01/08/2022,14.385
CHAPADINHA,MA,01/08/2022,440
ARACATI,CE,01/08/2022,2.646
TIANGUA,CE,01/08/2022,665
RUSSAS,CE,01/08/2022,4.509
CONCORDIA,SC,01/08/2022,2.652
DIAS DAVILA,BA,01/08/2022,5.186
CASTRO,PR,01/08/2022,805
CAMBORIU,SC,01/08/2022,13.018
SANTA ROSA,RS,01/08/2022,3.870
ITAPIRA,SP,01/08/2022,11.492
MOCOCA,SP,01/08/2022,1.866
CEARA MIRIM,RN,01/08/2022,386
MACAIBA,RN,01/08/2022,697
VINHEDO,SP,01/08/2022,28.946
FERNANDOPOLIS,SP,01/08/2022,2.876
SAO SEBASTIAO DO PARAISO,MG,01/08/2022,1.183
AMPARO,SP,01/08/2022,7.599
FORMIGA,MG,01/08/2022,6.564
CASCAVEL,CE,01/08/2022,812
EMBU GUACU,SP,01/08/2022,7.010
SOUSA,PB,01/08/2022,4.110
NAVEGANTES,SC,01/08/2022,11.181
VENANCIO AIRES,RS,01/08/2022,268
FARROUPILHA,RS,01/08/2022,13.072
TUPA,SP,01/08/2022,2.664
SORRISO,MT,01/08/2022,3.742
ESTANCIA,SE,01/08/2022,4.670
ICO,CE,01/08/2022,1.137
CAICO,RN,01/08/2022,2.313
CRUZ ALTA,RS,01/08/2022,3.942
CAMAQUA,RS,01/08/2022,940
LENCOIS PAULISTA,SP,01/08/2022,1.556
CAPANEMA,PA,01/08/2022,1.254
SANTO ANTONIO DO DESCOBERTO,GO,01/08/2022,961
OURICURI,PE,01/08/2022,179
ESCADA,PE,01/08/2022,1.289
ITAMARAJU,BA,01/08/2022,2.606
BRUMADO,BA,01/08/2022,296
