Cidade;Uf;mes/ano;mub
ITABORAI;RJ;01/07/2022;4593
TABOAO DA SERRA;SP;01/07/2022;16096
MAGE;RJ;01/07/2022;5742
MARABA;PA;01/07/2022;8087
PALMAS;TO;01/07/2022;8088
SAO CARLOS;SP;01/07/2022;23107
COLOMBO;PR;01/07/2022;13753
ARAPIRACA;AL;01/07/2022;14524
MARILIA;SP;01/07/2022;15981
SETE LAGOAS;MG;01/07/2022;14084
SAO LEOPOLDO;RS;01/07/2022;16312
DIVINOPOLIS;MG;01/07/2022;21653
MARACANAU;CE;01/07/2022;4652
AMERICANA;SP;01/07/2022;18772
JACAREI;SP;01/07/2022;18598
ITAPEVI;SP;01/07/2022;16366
PARNAMIRIM;RN;01/07/2022;11840
PRESIDENTE PRUDENTE;SP;01/07/2022;21926
ARARAQUARA;SP;01/07/2022;23088
MACAE;RJ;01/07/2022;22183
ITABUNA;BA;01/07/2022;4698
SAO JOSE;SC;01/07/2022;28136
SANTA LUZIA;MG;01/07/2022;8103
INDAIATUBA;SP;01/07/2022;31491
ALVORADA;RS;01/07/2022;6137
COTIA;SP;01/07/2022;18408
JUAZEIRO;BA;01/07/2022;4597
HORTOLANDIA;SP;01/07/2022;23745
RIO GRANDE;RS;01/07/2022;7522
DOURADOS;MS;01/07/2022;12010
CRICIUMA;SC;01/07/2022;12371
RONDONOPOLIS;MT;01/07/2022;11093
CACHOEIRO DE ITAPEMIRIM;ES;01/07/2022;7149
CABO FRIO;RJ;01/07/2022;12643
RIO CLARO;SP;01/07/2022;15960
SOBRAL;CE;01/07/2022;6534
SANTA BARBARA DOESTE;SP;01/07/2022;8657
PASSO FUNDO;RS;01/07/2022;13088
ARACATUBA;SP;01/07/2022;18081
CHAPECO;SC;01/07/2022;9797
ITAJAI;SC;01/07/2022;14897
ILHEUS;BA;01/07/2022;4237
CABO DE SANTO AGOSTINHO;PE;01/07/2022;4673
MESQUITA;RJ;01/07/2022;12208
FERRAZ DE VASCONCELOS;SP;01/07/2022;7591
NOVA FRIBURGO;RJ;01/07/2022;6859
BARRA MANSA;RJ;01/07/2022;9014
LAURO DE FREITAS;BA;01/07/2022;16446
CASTANHAL;PA;01/07/2022;3134
RIO VERDE;GO;01/07/2022;6417
IBIRITE;MG;01/07/2022;8221
ANGRA DOS REIS;RJ;01/07/2022;6514
LUZIANIA;GO;01/07/2022;2981
GUARAPUAVA;PR;01/07/2022;5432
FRANCISCO MORATO;SP;01/07/2022;8439
NOSSA SENHORA DO SOCORRO;SE;01/07/2022;8983
AGUAS LINDAS DE GOIAS;GO;01/07/2022;3033
CAMARAGIBE;PE;01/07/2022;3546
TERESOPOLIS;RJ;01/07/2022;12503
LAGES;SC;01/07/2022;6208
ITU;SP;01/07/2022;9044
PARAUAPEBAS;PA;01/07/2022;5891
POCOS DE CALDAS;MG;01/07/2022;11855
TIMON;MA;01/07/2022;2491
NILOPOLIS;RJ;01/07/2022;7281
JEQUIE;BA;01/07/2022;4266
CAXIAS;MA;01/07/2022;2426
SAO JOSE DE RIBAMAR;MA;01/07/2022;5874
PINDAMONHANGABA;SP;01/07/2022;4305
BRAGANCA PAULISTA;SP;01/07/2022;11341
PARNAIBA;PI;01/07/2022;1604
SAO CAETANO DO SUL;SP;01/07/2022;31777
QUEIMADOS;RJ;01/07/2022;3393
ITAPETININGA;SP;01/07/2022;6889
PARANAGUA;PR;01/07/2022;6508
JARAGUA DO SUL;SC;01/07/2022;11607
LINHARES;ES;01/07/2022;4471
PALHOCA;SC;01/07/2022;16803
TEIXEIRA DE FREITAS;BA;01/07/2022;7904
VALPARAISO DE GOIAS;GO;01/07/2022;8818
PATOS DE MINAS;MG;01/07/2022;7548
ALAGOINHAS;BA;01/07/2022;1251
MOGI GUACU;SP;01/07/2022;9733
ITAPECERICA DA SERRA;SP;01/07/2022;8011
ABAETETUBA;PA;01/07/2022;583
ARAGUAINA;TO;01/07/2022;2359
TEOFILO OTONI;MG;01/07/2022;3555
SAPUCAIA DO SUL;RS;01/07/2022;9415
JAU;SP;01/07/2022;6841
BARREIRAS;BA;01/07/2022;3735
POUSO ALEGRE;MG;01/07/2022;10228
VITORIA DE SANTO ANTAO;PE;01/07/2022;4915
MARICA;RJ;01/07/2022;7928
BOTUCATU;SP;01/07/2022;8590
BARBACENA;MG;01/07/2022;3101
GARANHUNS;PE;01/07/2022;9649
ATIBAIA;SP;01/07/2022;9667
PORTO SEGURO;BA;01/07/2022;4884
VARGINHA;MG;01/07/2022;8977
URUGUAIANA;RS;01/07/2022;3058
APUCARANA;PR;01/07/2022;4436
CUBATAO;SP;01/07/2022;3256
SANTA RITA;PB;01/07/2022;2220
RESENDE;RJ;01/07/2022;8806
ARAUCARIA;PR;01/07/2022;6419
ARARAS;SP;01/07/2022;6571
CRATO;CE;01/07/2022;6230
PINHAIS;PR;01/07/2022;12739
CACHOEIRINHA;RS;01/07/2022;6396
SABARA;MG;01/07/2022;2764
SANTA CRUZ DO SUL;RS;01/07/2022;4397
CONSELHEIRO LAFAIETE;MG;01/07/2022;5522
SIMOES FILHO;BA;01/07/2022;1103
CAMETA;PA;01/07/2022;659
BAGE;RS;01/07/2022;2998
TOLEDO;PR;01/07/2022;10006
FRANCO DA ROCHA;SP;01/07/2022;5400
CATANDUVA;SP;01/07/2022;6726
VARZEA PAULISTA;SP;01/07/2022;9539
SANTANA DE PARNAIBA;SP;01/07/2022;21482
GUARATINGUETA;SP;01/07/2022;6270
ITAPIPOCA;CE;01/07/2022;1072
BARRETOS;SP;01/07/2022;8787
MARITUBA;PA;01/07/2022;1167
SERTAOZINHO;SP;01/07/2022;4572
BAYEUX;PB;01/07/2022;1691
SINOP;MT;01/07/2022;13358
VOTORANTIM;SP;01/07/2022;11083
CODO;MA;01/07/2022;269
ITAGUAI;RJ;01/07/2022;3926
JI PARANA;RO;01/07/2022;3302
MARANGUAPE;CE;01/07/2022;883
ITABIRA;MG;01/07/2022;3130
BIRIGUI;SP;01/07/2022;5090
ARARUAMA;RJ;01/07/2022;5241
BRAGANCA;PA;01/07/2022;648
CAMPO LARGO;PR;01/07/2022;4819
PACO DO LUMIAR;MA;01/07/2022;1566
ARAGUARI;MG;01/07/2022;5121
SALTO;SP;01/07/2022;10886
VESPASIANO;MG;01/07/2022;2094
SAO MATEUS;ES;01/07/2022;3399
PASSOS;MG;01/07/2022;6002
VALINHOS;SP;01/07/2022;15625
TATUI;SP;01/07/2022;4893
ALMIRANTE TAMANDARE;PR;01/07/2022;3365
RIO DAS OSTRAS;RJ;01/07/2022;13262
CORONEL FABRICIANO;MG;01/07/2022;8631
BRUSQUE;SC;01/07/2022;2790
COLATINA;ES;01/07/2022;1924
BENTO GONCALVES;RS;01/07/2022;9912
TRINDADE;GO;01/07/2022;4756
RIBEIRAO PIRES;SP;01/07/2022;3906
ARAPONGAS;PR;01/07/2022;5757
PAULO AFONSO;BA;01/07/2022;1577
POA;SP;01/07/2022;9747
GUARAPARI;ES;01/07/2022;5348
CARAGUATATUBA;SP;01/07/2022;7036
OURINHOS;SP;01/07/2022;6285
BALNEARIO CAMBORIU;SC;01/07/2022;32274
SANTANA;AP;01/07/2022;769
ITATIBA;SP;01/07/2022;5950
BARCARENA;PA;01/07/2022;996
UMUARAMA;PR;01/07/2022;4243
PATOS;PB;01/07/2022;1413
MURIAE;MG;01/07/2022;4651
IGARASSU;PE;01/07/2022;2134
UBA;MG;01/07/2022;5840
NOVO GAMA;GO;01/07/2022;520
ACAILANDIA;MA;01/07/2022;774
TRES LAGOAS;MS;01/07/2022;3549
EUNAPOLIS;BA;01/07/2022;3400
FORMOSA;GO;01/07/2022;3308
CORUMBA;MS;01/07/2022;2298
SAO LOURENCO DA MATA;PE;01/07/2022;2083
JAPERI;RJ;01/07/2022;2380
TUBARAO;SC;01/07/2022;3922
CAMBE;PR;01/07/2022;7946
ABREU E LIMA;PE;01/07/2022;1808
GUAIBA;RS;01/07/2022;3078
BACABAL;MA;01/07/2022;805
ERECHIM;RS;01/07/2022;1907
PARINTINS;AM;01/07/2022;147
ITUIUTABA;MG;01/07/2022;5006
JANDIRA;SP;01/07/2022;5351
ASSIS;SP;01/07/2022;6928
TUCURUI;PA;01/07/2022;364
CAIEIRAS;SP;01/07/2022;10005
ARAXA;MG;01/07/2022;5124
LAVRAS;MG;01/07/2022;1805
BARRA DO PIRAI;RJ;01/07/2022;766
IGUATU;CE;01/07/2022;2764
SANTA CRUZ DO CAPIBARIBE;PE;01/07/2022;881
ITAPERUNA;RJ;01/07/2022;3670
ALTAMIRA;PA;01/07/2022;1052
LEME;SP;01/07/2022;4946
LAGARTO;SE;01/07/2022;382
ITUMBIARA;GO;01/07/2022;2988
PARAGOMINAS;PA;01/07/2022;1178
SANTO ANTONIO DE JESUS;BA;01/07/2022;2072
ITAJUBA;MG;01/07/2022;3600
ITAITUBA;PA;01/07/2022;208
PIRAQUARA;PR;01/07/2022;4463
ITANHAEM;SP;01/07/2022;7097
SAO GONCALO DO AMARANTE;RN;01/07/2022;1970
ITAPEVA;SP;01/07/2022;3201
CAMPO MOURAO;PR;01/07/2022;4777
SARANDI;PR;01/07/2022;10423
SAO PEDRO DA ALDEIA;RJ;01/07/2022;2760
SENADOR CANEDO;GO;01/07/2022;3470
ITABAIANA;SE;01/07/2022;242
ITAUNA;MG;01/07/2022;4534
CATALAO;GO;01/07/2022;3832
ARIQUEMES;RO;01/07/2022;2434
VOTUPORANGA;SP;01/07/2022;4520
CACAPAVA;SP;01/07/2022;3794
JATAI;GO;01/07/2022;2905
VALENCA;BA;01/07/2022;344
MOGI MIRIM;SP;01/07/2022;5633
SAO JOAO DA BOA VISTA;SP;01/07/2022;9164
PAULINIA;SP;01/07/2022;7630
SAO JOAO DEL REI;MG;01/07/2022;1541
ITACOATIARA;AM;01/07/2022;52
LORENA;SP;01/07/2022;6067
ESTEIO;RS;01/07/2022;4291
TIMOTEO;MG;01/07/2022;3618
FAZENDA RIO GRANDE;PR;01/07/2022;8269
PARA DE MINAS;MG;01/07/2022;3953
MAIRIPORA;SP;01/07/2022;2154
CANDEIAS;BA;01/07/2022;401
BREVES;PA;01/07/2022;247
TANGARA DA SERRA;MT;01/07/2022;3217
PARANAVAI;PR;01/07/2022;2626
CARATINGA;MG;01/07/2022;3792
AVARE;SP;01/07/2022;5094
CACERES;MT;01/07/2022;693
PARACATU;MG;01/07/2022;2171
SANTANA DO LIVRAMENTO;RS;01/07/2022;708
NOVA LIMA;MG;01/07/2022;6062
CACHOEIRA DO SUL;RS;01/07/2022;452
UBATUBA;SP;01/07/2022;5071
SAO ROQUE;SP;01/07/2022;4179
ARACRUZ;ES;01/07/2022;2049
SAO CRISTOVAO;SE;01/07/2022;1806
PATROCINIO;MG;01/07/2022;2323
IPOJUCA;PE;01/07/2022;2753
SEROPEDICA;RJ;01/07/2022;2254
PLANALTINA;GO;01/07/2022;791
CRUZEIRO;SP;01/07/2022;2017
IJUI;RS;01/07/2022;1528
TRES RIOS;RJ;01/07/2022;1217
BARRA DO CORDA;MA;01/07/2022;53
MANHUACU;MG;01/07/2022;2811
MATAO;SP;01/07/2022;3217
ARUJA;SP;01/07/2022;8405
SERRA TALHADA;PE;01/07/2022;558
GURUPI;TO;01/07/2022;672
ARARIPINA;PE;01/07/2022;834
FRANCISCO BELTRAO;PR;01/07/2022;1532
QUIXADA;CE;01/07/2022;2399
GUANAMBI;BA;01/07/2022;3617
SAPIRANGA;RS;01/07/2022;4451
SANTO ANGELO;RS;01/07/2022;1110
JACOBINA;BA;01/07/2022;581
PINHEIRO;MA;01/07/2022;46
CARPINA;PE;01/07/2022;3172
CAMPO LIMPO PAULISTA;SP;01/07/2022;3000
JOAO MONLEVADE;MG;01/07/2022;2830
CACOAL;RO;01/07/2022;1301
BEBEDOURO;SP;01/07/2022;4638
VILHENA;RO;01/07/2022;342
GRAVATA;PE;01/07/2022;2819
PACATUBA;CE;01/07/2022;1609
SERRINHA;BA;01/07/2022;1439
CANINDE;CE;01/07/2022;1171
LAJEADO;RS;01/07/2022;3380
SAO BENTO DO SUL;SC;01/07/2022;745
ALFENAS;MG;01/07/2022;3590
GOIANA;PE;01/07/2022;585
ALEGRETE;RS;01/07/2022;535
NOVA SERRANA;MG;01/07/2022;3914
PONTA PORA;MS;01/07/2022;3245
PATO BRANCO;PR;01/07/2022;688
VICOSA;MG;01/07/2022;7869
CRUZEIRO DO SUL;AC;01/07/2022;585
SAO SEBASTIAO;SP;01/07/2022;5502
TRES CORACOES;MG;01/07/2022;821
SAQUAREMA;RJ;01/07/2022;2548
PICOS;PI;01/07/2022;1225
LINS;SP;01/07/2022;5610
JABOTICABAL;SP;01/07/2022;1990
CURVELO;MG;01/07/2022;2842
REDENCAO;PA;01/07/2022;265
TELEMACO BORBA;PR;01/07/2022;4077
UNAI;MG;01/07/2022;2316
CACADOR;SC;01/07/2022;946
BELO JARDIM;PE;01/07/2022;1043
SAO FELIX DO XINGU;PA;01/07/2022;236
CATAGUASES;MG;01/07/2022;1684
PIRASSUNUNGA;SP;01/07/2022;2991
CRATEUS;CE;01/07/2022;2629
CALDAS NOVAS;GO;01/07/2022;7041
AQUIRAZ;CE;01/07/2022;1422
RIO LARGO;AL;01/07/2022;2327
IBIUNA;SP;01/07/2022;925
VALENCA;RJ;01/07/2022;569
PALMEIRA DOS INDIOS;AL;01/07/2022;421
ARCOVERDE;PE;01/07/2022;702
QUIXERAMOBIM;CE;01/07/2022;556
CIANORTE;PR;01/07/2022;7076
OURO PRETO;MG;01/07/2022;3270
VIANA;ES;01/07/2022;2120
CAJAMAR;SP;01/07/2022;7344
CHAPADINHA;MA;01/07/2022;230
ARACATI;CE;01/07/2022;595
TIANGUA;CE;01/07/2022;724
RUSSAS;CE;01/07/2022;2383
CONCORDIA;SC;01/07/2022;1370
DIAS DAVILA;BA;01/07/2022;1104
CASTRO;PR;01/07/2022;860
CAMBORIU;SC;01/07/2022;6281
SANTA ROSA;RS;01/07/2022;1860
ITAPIRA;SP;01/07/2022;1960
MOCOCA;SP;01/07/2022;1774
CEARA MIRIM;RN;01/07/2022;331
MACAIBA;RN;01/07/2022;483
VINHEDO;SP;01/07/2022;4318
FERNANDOPOLIS;SP;01/07/2022;1931
SAO SEBASTIAO DO PARAISO;MG;01/07/2022;963
AMPARO;SP;01/07/2022;3142
FORMIGA;MG;01/07/2022;1330
CASCAVEL;CE;01/07/2022;765
EMBU GUACU;SP;01/07/2022;3199
SOUSA;PB;01/07/2022;890
NAVEGANTES;SC;01/07/2022;5875
VENANCIO AIRES;RS;01/07/2022;242
FARROUPILHA;RS;01/07/2022;2678
TUPA;SP;01/07/2022;1687
SORRISO;MT;01/07/2022;1833
ESTANCIA;SE;01/07/2022;1029
ICO;CE;01/07/2022;1117
CAICO;RN;01/07/2022;1781
CRUZ ALTA;RS;01/07/2022;772
CAMAQUA;RS;01/07/2022;1056
LENCOIS PAULISTA;SP;01/07/2022;831
CAPANEMA;PA;01/07/2022;270
SANTO ANTONIO DO DESCOBERTO;GO;01/07/2022;829
OURICURI;PE;01/07/2022;170
ESCADA;PE;01/07/2022;1070
ITAMARAJU;BA;01/07/2022;621
BRUMADO;BA;01/07/2022;419
PACAJUS;CE;01/07/2022;1191
PESQUEIRA;PE;01/07/2022;513
VACARIA;RS;01/07/2022;120
CONCEICAO DO COITE;BA;01/07/2022;2598
SAO BORJA;RS;01/07/2022;588
RIO DO SUL;SC;01/07/2022;664
CRUZ DAS ALMAS;BA;01/07/2022;1602
ARARANGUA;SC;01/07/2022;3518
JANUARIA;MG;01/07/2022;756
CARAZINHO;RS;01/07/2022;1222
ITABERABA;BA;01/07/2022;667
COSMOPOLIS;SP;01/07/2022;4505
PENAPOLIS;SP;01/07/2022;858
GOIANESIA;GO;01/07/2022;804
MORADA NOVA;CE;01/07/2022;409
CAMPO BOM;RS;01/07/2022;4412
PENEDO;AL;01/07/2022;1313
CAMOCIM;CE;01/07/2022;519
BOM JESUS DA LAPA;BA;01/07/2022;86
PEDRO LEOPOLDO;MG;01/07/2022;1877
ROLANDIA;PR;01/07/2022;1916
BIGUACU;SC;01/07/2022;5147
UNIAO DOS PALMARES;AL;01/07/2022;221
BEZERROS;PE;01/07/2022;1164
LUIS EDUARDO MAGALHAES;BA;01/07/2022;2470
PERUIBE;SP;01/07/2022;3422
MONTENEGRO;RS;01/07/2022;1954
PALMARES;PE;01/07/2022;1065
SURUBIM;PE;01/07/2022;343
CIDADE OCIDENTAL;GO;01/07/2022;897
GASPAR;SC;01/07/2022;1248
ICARA;SC;01/07/2022;1004
BATATAIS;SP;01/07/2022;700
GRAJAU;MA;01/07/2022;177
PONTE NOVA;MG;01/07/2022;2750
SANTO AMARO;BA;01/07/2022;243
HORIZONTE;CE;01/07/2022;638
ACARAU;CE;01/07/2022;175
MORENO;PE;01/07/2022;540
UNIAO DA VITORIA;PR;01/07/2022;459
SANTA IZABEL DO PARA;PA;01/07/2022;319
LIMOEIRO DO NORTE;CE;01/07/2022;1120
ANDRADINA;SP;01/07/2022;3213
BARRA DO GARCAS;MT;01/07/2022;2097
GUARABIRA;PB;01/07/2022;1127
MIRASSOL;SP;01/07/2022;2418
INDAIAL;SC;01/07/2022;1688
SALGUEIRO;PE;01/07/2022;911
TRES PONTAS;MG;01/07/2022;165
SAO MIGUEL DOS CAMPOS;AL;01/07/2022;558
IRATI;PR;01/07/2022;501
RIO BONITO;RJ;01/07/2022;2192
BARBALHA;CE;01/07/2022;2210
IBITINGA;SP;01/07/2022;905
LAGOA SANTA;MG;01/07/2022;3950
TAQUARA;RS;01/07/2022;1228
PIRAPORA;MG;01/07/2022;1692
TAUA;CE;01/07/2022;230
LIMOEIRO;PE;01/07/2022;1183
CABEDELO;PB;01/07/2022;2556
REGISTRO;SP;01/07/2022;523
TIMBAUBA;PE;01/07/2022;586
TAQUARITINGA;SP;01/07/2022;238
CACHOEIRAS DE MACACU;RJ;01/07/2022;204
CANOINHAS;SC;01/07/2022;513
MARIANA;MG;01/07/2022;3577
PORTO FERREIRA;SP;01/07/2022;1003
FRUTAL;MG;01/07/2022;868
GUAPIMIRIM;RJ;01/07/2022;1227
SAO BENTO DO UNA;PE;01/07/2022;278
CAMPO BELO;MG;01/07/2022;2329
SAO PAULO;SP;01/08/2022;726914
RIO DE JANEIRO;RJ;01/08/2022;428825
SALVADOR;BA;01/08/2022;100715
BRASILIA;DF;01/08/2022;264783
FORTALEZA;CE;01/08/2022;111467
BELO HORIZONTE;MG;01/08/2022;197351
MANAUS;AM;01/08/2022;77589
CURITIBA;PR;01/08/2022;240010
RECIFE;PE;01/08/2022;73834
BELEM;PA;01/08/2022;56418
PORTO ALEGRE;RS;01/08/2022;135026
GOIANIA;GO;01/08/2022;140476
GUARULHOS;SP;01/08/2022;63242
CAMPINAS;SP;01/08/2022;104981
SAO LUIS;MA;01/08/2022;39585
SAO GONCALO;RJ;01/08/2022;48827
MACEIO;AL;01/08/2022;47865
DUQUE DE CAXIAS;RJ;01/08/2022;29575
NATAL;RN;01/08/2022;60100
TERESINA;PI;01/08/2022;53177
NOVA IGUACU;RJ;01/08/2022;21914
CAMPO GRANDE;MS;01/08/2022;58527
JOAO PESSOA;PB;01/08/2022;74090
SAO BERNARDO DO CAMPO;SP;01/08/2022;76598
OSASCO;SP;01/08/2022;41923
SANTO ANDRE;SP;01/08/2022;57545
JABOATAO DOS GUARARAPES;PE;01/08/2022;21203
SAO JOSE DOS CAMPOS;SP;01/08/2022;73364
CONTAGEM;MG;01/08/2022;28742
RIBEIRAO PRETO;SP;01/08/2022;63770
UBERLANDIA;MG;01/08/2022;71255
SOROCABA;SP;01/08/2022;79669
ARACAJU;SE;01/08/2022;37029
CUIABA;MT;01/08/2022;38825
FEIRA DE SANTANA;BA;01/08/2022;25893
JUIZ DE FORA;MG;01/08/2022;53958
JOINVILLE;SC;01/08/2022;27669
LONDRINA;PR;01/08/2022;58598
BELFORD ROXO;RJ;01/08/2022;13773
ANANINDEUA;PA;01/08/2022;18840
SAO JOAO DE MERITI;RJ;01/08/2022;12916
APARECIDA DE GOIANIA;GO;01/08/2022;17888
NITEROI;RJ;01/08/2022;63747
CAMPOS DOS GOYTACAZES;RJ;01/08/2022;37153
CAXIAS DO SUL;RS;01/08/2022;19574
MAUA;SP;01/08/2022;24777
FLORIANOPOLIS;SC;01/08/2022;78708
VILA VELHA;ES;01/08/2022;55314
SANTOS;SP;01/08/2022;26253
SAO JOSE DO RIO PRETO;SP;01/08/2022;36882
PORTO VELHO;RO;01/08/2022;26164
SERRA;ES;01/08/2022;37744
DIADEMA;SP;01/08/2022;18719
OLINDA;PE;01/08/2022;14086
MACAPA;AP;01/08/2022;11431
BETIM;MG;01/08/2022;34848
CAMPINA GRANDE;PB;01/08/2022;21618
MOGI DAS CRUZES;SP;01/08/2022;29295
CARAPICUIBA;SP;01/08/2022;33881
PIRACICABA;SP;01/08/2022;46313
MONTES CLAROS;MG;01/08/2022;20727
JUNDIAI;SP;01/08/2022;41576
MARINGA;PR;01/08/2022;58878
CARIACICA;ES;01/08/2022;19747
BAURU;SP;01/08/2022;21656
ANAPOLIS;GO;01/08/2022;19817
RIO BRANCO;AC;01/08/2022;18646
CANOAS;RS;01/08/2022;37275
SAO VICENTE;SP;01/08/2022;10231
VITORIA;ES;01/08/2022;40398
PELOTAS;RS;01/08/2022;22184
FRANCA;SP;01/08/2022;34948
ITAQUAQUECETUBA;SP;01/08/2022;8885
BLUMENAU;SC;01/08/2022;26732
PONTA GROSSA;PR;01/08/2022;23029
CARUARU;PE;01/08/2022;27720
CAUCAIA;CE;01/08/2022;5191
RIBEIRAO DAS NEVES;MG;01/08/2022;10641
VITORIA DA CONQUISTA;BA;01/08/2022;21121
PAULISTA;PE;01/08/2022;17774
PETROPOLIS;RJ;01/08/2022;11876
GUARUJA;SP;01/08/2022;13166
UBERABA;MG;01/08/2022;29090
PETROLINA;PE;01/08/2022;15682
BOA VISTA;RR;01/08/2022;8096
TAUBATE;SP;01/08/2022;22291
CASCAVEL;PR;01/08/2022;28278
SANTAREM;PA;01/08/2022;11589
LIMEIRA;SP;01/08/2022;20408
SUZANO;SP;01/08/2022;15875
SAO JOSE DOS PINHAIS;PR;01/08/2022;25547
PRAIA GRANDE;SP;01/08/2022;37341
GOVERNADOR VALADARES;MG;01/08/2022;13386
VOLTA REDONDA;RJ;01/08/2022;15203
GRAVATAI;RS;01/08/2022;16676
MOSSORO;RN;01/08/2022;15400
SANTA MARIA;RS;01/08/2022;8660
FOZ DO IGUACU;PR;01/08/2022;19350
VARZEA GRANDE;MT;01/08/2022;10044
NOVO HAMBURGO;RS;01/08/2022;24762
IMPERATRIZ;MA;01/08/2022;6340
JUAZEIRO DO NORTE;CE;01/08/2022;14630
SUMARE;SP;01/08/2022;20692
BARUERI;SP;01/08/2022;48929
IPATINGA;MG;01/08/2022;13195
CAMACARI;BA;01/08/2022;10978
VIAMAO;RS;01/08/2022;8045
EMBU DAS ARTES;SP;01/08/2022;13062
ITABORAI;RJ;01/08/2022;4649
TABOAO DA SERRA;SP;01/08/2022;15562
MAGE;RJ;01/08/2022;6224
MARABA;PA;01/08/2022;8241
PALMAS;TO;01/08/2022;8526
SAO CARLOS;SP;01/08/2022;22761
COLOMBO;PR;01/08/2022;13813
ARAPIRACA;AL;01/08/2022;14333
MARILIA;SP;01/08/2022;15919
SETE LAGOAS;MG;01/08/2022;13819
SAO LEOPOLDO;RS;01/08/2022;15788
DIVINOPOLIS;MG;01/08/2022;20748
MARACANAU;CE;01/08/2022;4784
AMERICANA;SP;01/08/2022;18316
JACAREI;SP;01/08/2022;17809
ITAPEVI;SP;01/08/2022;16198
PARNAMIRIM;RN;01/08/2022;11047
PRESIDENTE PRUDENTE;SP;01/08/2022;21572
ARARAQUARA;SP;01/08/2022;22458
MACAE;RJ;01/08/2022;21590
ITABUNA;BA;01/08/2022;4547
SAO JOSE;SC;01/08/2022;27630
SANTA LUZIA;MG;01/08/2022;8080
INDAIATUBA;SP;01/08/2022;30492
ALVORADA;RS;01/08/2022;5953
COTIA;SP;01/08/2022;17813
JUAZEIRO;BA;01/08/2022;4594
HORTOLANDIA;SP;01/08/2022;23221
RIO GRANDE;RS;01/08/2022;7151
DOURADOS;MS;01/08/2022;12011
CRICIUMA;SC;01/08/2022;12259
RONDONOPOLIS;MT;01/08/2022;11389
CACHOEIRO DE ITAPEMIRIM;ES;01/08/2022;6937
CABO FRIO;RJ;01/08/2022;11751
RIO CLARO;SP;01/08/2022;15600
SOBRAL;CE;01/08/2022;7012
SANTA BARBARA DOESTE;SP;01/08/2022;8370
PASSO FUNDO;RS;01/08/2022;13104
ARACATUBA;SP;01/08/2022;17813
CHAPECO;SC;01/08/2022;9787
ITAJAI;SC;01/08/2022;14658
ILHEUS;BA;01/08/2022;4243
CABO DE SANTO AGOSTINHO;PE;01/08/2022;4571
MESQUITA;RJ;01/08/2022;11877
FERRAZ DE VASCONCELOS;SP;01/08/2022;7188
NOVA FRIBURGO;RJ;01/08/2022;6608
BARRA MANSA;RJ;01/08/2022;8497
LAURO DE FREITAS;BA;01/08/2022;15859
CASTANHAL;PA;01/08/2022;3292
RIO VERDE;GO;01/08/2022;6453
IBIRITE;MG;01/08/2022;7904
ANGRA DOS REIS;RJ;01/08/2022;6271
LUZIANIA;GO;01/08/2022;3180
GUARAPUAVA;PR;01/08/2022;5814
FRANCISCO MORATO;SP;01/08/2022;8223
NOSSA SENHORA DO SOCORRO;SE;01/08/2022;9606
AGUAS LINDAS DE GOIAS;GO;01/08/2022;3170
CAMARAGIBE;PE;01/08/2022;3500
TERESOPOLIS;RJ;01/08/2022;11666
LAGES;SC;01/08/2022;6183
ITU;SP;01/08/2022;8699
PARAUAPEBAS;PA;01/08/2022;6166
POCOS DE CALDAS;MG;01/08/2022;11697
TIMON;MA;01/08/2022;2637
NILOPOLIS;RJ;01/08/2022;7069
JEQUIE;BA;01/08/2022;4100
CAXIAS;MA;01/08/2022;2952
SAO JOSE DE RIBAMAR;MA;01/08/2022;5531
PINDAMONHANGABA;SP;01/08/2022;4297
BRAGANCA PAULISTA;SP;01/08/2022;11241
PARNAIBA;PI;01/08/2022;1777
SAO CAETANO DO SUL;SP;01/08/2022;31146
QUEIMADOS;RJ;01/08/2022;3441
ITAPETININGA;SP;01/08/2022;6759
PARANAGUA;PR;01/08/2022;6619
JARAGUA DO SUL;SC;01/08/2022;11609
LINHARES;ES;01/08/2022;4506
PALHOCA;SC;01/08/2022;16358
TEIXEIRA DE FREITAS;BA;01/08/2022;7669
VALPARAISO DE GOIAS;GO;01/08/2022;9039
PATOS DE MINAS;MG;01/08/2022;7486
ALAGOINHAS;BA;01/08/2022;1340
MOGI GUACU;SP;01/08/2022;9604
ITAPECERICA DA SERRA;SP;01/08/2022;7767
ABAETETUBA;PA;01/08/2022;586
ARAGUAINA;TO;01/08/2022;2946
TEOFILO OTONI;MG;01/08/2022;3901
SAPUCAIA DO SUL;RS;01/08/2022;8856
JAU;SP;01/08/2022;6709
BARREIRAS;BA;01/08/2022;4003
POUSO ALEGRE;MG;01/08/2022;10002
VITORIA DE SANTO ANTAO;PE;01/08/2022;5104
MARICA;RJ;01/08/2022;7676
BOTUCATU;SP;01/08/2022;8241
BARBACENA;MG;01/08/2022;3258
GARANHUNS;PE;01/08/2022;8838
ATIBAIA;SP;01/08/2022;9268
PORTO SEGURO;BA;01/08/2022;4005
VARGINHA;MG;01/08/2022;8938
URUGUAIANA;RS;01/08/2022;3056
APUCARANA;PR;01/08/2022;4530
CUBATAO;SP;01/08/2022;3303
SANTA RITA;PB;01/08/2022;2152
RESENDE;RJ;01/08/2022;8848
ARAUCARIA;PR;01/08/2022;6171
ARARAS;SP;01/08/2022;6713
